,name,address,bedroom,bathroom,area,price/m2,price,description,link
5120,rumah murah di turangga bandung tengah,"jln turanngga, Bandung Tengah, Bandung, Jawa Barat",5,4,350 m²,Rp 17.307.692 per m²,"Rp 3,6 M",,https://www.rumah.com/listing-properti/dijual-rumah-murah-di-turangga-bandung-tengah-oleh-ali-17367833
5121,rumah di komplek kiara sari sayap buah bat,"jln kiara sari, Kiaracondong, Bandung, Jawa Barat",5,3,200 m²,Rp 11.538.462 per m²,"Rp 2,25 M",,https://www.rumah.com/listing-properti/dijual-rumah-di-komplek-kiara-sari-sayap-buah-bat-oleh-ali-17367803
5122,HEBOH! Rumah Baru Tahap 2 di Cileunyi Dekat Tol dan Kampus Itb Unpad Ipdn,"Cileunyi Bandung Timur dekat Tol, Soekarno Hatta, Bandung, Jawa Barat",2,1,60 m²,Rp 5.683.333 per m²,Rp 341 jt,,https://www.rumah.com/listing-properti/dijual-heboh-rumah-baru-tahap-2-di-cileunyi-dekat-tol-dan-kampus-itb-unpad-ipdn-oleh-adang-17154106
5123,Sinergis Property,"Jalan Mekarwangi, Geger Kalong, Bandung, Jawa Barat",2,2,50 m²,Rp 6.702.703 per m²,Rp 496 jt,,https://www.rumah.com/listing-properti/dijual-sinergis-property-oleh-may-17367763
5124,Jual Rumah Sumarecon Summarecon Bandung Minimalis Lux Baru,"Gedebage, Bandung, Jawa Barat",2,2,120 m²,Rp 22.321.429 per m²,"Rp 2,5 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-sumarecon-summarecon-bandung-minimalis-lux-baru-oleh-nikki-yusawira-17080771
5125,"Dijual Rumah Rancamanyar Regency, Rancamanyar Cibaduyut Baleendah Bandung","Baleendah, Bandung, Jawa Barat",5,3,360 m²,Rp 6.666.667 per m²,"Rp 1,499999999 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-rancamanyar-regency-rancamanyar-cibaduyut-baleendah-bandung-oleh-nikki-yusawira-16758459
5126,Dijual Rumah Pasadena Caringin Bandung,"Ciparay, Bandung, Jawa Barat",5,4,275 m²,Rp 10.000.000 per m²,"Rp 2,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-pasadena-caringin-bandung-oleh-nikki-yusawira-16658519
5127,Butik panyileukan,"jl. cipadung kidul, panyileukan, bandung, Panyileukan, Bandung, Jawa Barat",2,2,55 m²,Rp 8.375.000 per m²,Rp 670 jt,,https://www.rumah.com/listing-properti/dijual-butik-panyileukan-oleh-zainal-kamal-16825694
5128,Cluster Sukamanah Indah,"Sudirman, Bandung, Jawa Barat",2,2,175 m²,Rp 26.578.947 per m²,"Rp 3,03 M",,https://www.rumah.com/listing-properti/dijual-cluster-sukamanah-indah-oleh-nikki-yusawira-14694410
5129,Luster Mahkota dewa,"jl. Rancakendal, Cigadung, Bandung, Jawa Barat",3,2,60 m²,Rp 19.454.545 per m²,"Rp 2,14 M",,https://www.rumah.com/listing-properti/dijual-luster-mahkota-dewa-oleh-zainal-kamal-17276336
5130,grand bahagia asri 350 meter ke carrefour soekarno hatta,"jl. bahagia asri, terusan ibrahim adjie, Soekarno Hatta, Bandung, Jawa Barat",2,1,50 m²,Rp 11.811.111 per m²,"Rp 850,4 jt",,https://www.rumah.com/listing-properti/dijual-grand-bahagia-asri-350-meter-ke-carrefour-soekarno-hatta-oleh-zainal-kamal-16729483
5131,rumah baru siap di pilar biru,"jln pilar biru, Cibiru, Bandung, Jawa Barat",2,1,36 m²,Rp 5.615.385 per m²,Rp 365 jt,,https://www.rumah.com/listing-properti/dijual-rumah-baru-siap-di-pilar-biru-oleh-ali-17367753
5132,Kopo Mas,"jl. kopo mas regency, Kopo, Bandung, Jawa Barat",4,3,186 m²,Rp 11.666.667 per m²,"Rp 1,75 M",,https://www.rumah.com/listing-properti/dijual-kopo-mas-oleh-christina-sri-sugiati-3966008
5133,New Sweet Antapani Bandung,"antapani lama, Antapani, Bandung, Jawa Barat",2,1,60 m²,Rp 13.765.714 per m²,"Rp 1,4454 M",,https://www.rumah.com/listing-properti/dijual-new-sweet-antapani-bandung-oleh-yusuf-16759343
5134,CIATEUL - BANDUNG PUSAT,"Ciateul, Ciateul, Bandung, Jawa Barat",10,6,500 m²,Rp 9.219.858 per m²,"Rp 6,5 M",,https://www.rumah.com/listing-properti/dijual-ciateul-bandung-pusat-oleh-gerry-17094445
5135,"CIATEUL, BANDUNG PUSAT","Ciateul, Lengkong, Bandung, Jawa Barat",4,2,300 m²,Rp 15.337.423 per m²,Rp 5 M,,https://www.rumah.com/listing-properti/dijual-ciateul-bandung-pusat-oleh-gerry-16769314
5136,GEGERKALONG - BANDUNG UTARA,"Gegerkalong, Geger Kalong, Bandung, Jawa Barat",4,3,350 m²,Rp 9.549.550 per m²,"Rp 5,3 M",,https://www.rumah.com/listing-properti/dijual-gegerkalong-bandung-utara-oleh-gerry-17094820
5137,Jual Rumah Ancol Timur Sayap Ramdan BKR Bandung . Pusat Kota.,"Ancol Timur, Ancol, Bandung, Jawa Barat",5,3,288 m²,Rp 12.000.000 per m²,Rp 3 M,,https://www.rumah.com/listing-properti/dijual-jual-rumah-ancol-timur-sayap-ramdan-bkr-bandung-pusat-kota-oleh-dominique-handoko-16391321
5138,"Jual Rumah Ancol Sayap Ramdan BKR Bandung . Masuk Motor, kebun luas.","Ancol, Ancol, Bandung, Jawa Barat",2,2,170 m²,Rp 4.250.000 per m²,Rp 850 jt,,https://www.rumah.com/listing-properti/dijual-jual-rumah-ancol-sayap-ramdan-bkr-bandung-masuk-motor-kebun-luas-oleh-dominique-handoko-16794350
5139,Jual Rumah Sarijadi Sayap Setra Duta Pasteur Bandung Harga murah Terjangkau,"Sarijadi, Bandung, Jawa Barat",3,3,270 m²,Rp 10.526.316 per m²,Rp 2 M,,https://www.rumah.com/listing-properti/dijual-jual-rumah-sarijadi-sayap-setra-duta-pasteur-bandung-harga-murah-terjangkau-oleh-dominique-handoko-16851237
5140,Jual Rumah Murah Hantap Raya Antapani Bandung,"hantap raya, Antapani, Bandung, Jawa Barat",2,1,55 m²,Rp 8.000.000 per m²,Rp 800 jt,,https://www.rumah.com/listing-properti/dijual-jual-rumah-murah-hantap-raya-antapani-bandung-oleh-dominique-handoko-16851254
5141,Taman Kopo Indah 3,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",3,3,100 m²,Rp 8.823.529 per m²,Rp 900 jt,,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-3-oleh-dominique-handoko-16851248
5142,Istana Mekar Wangi,"Jl Jl. Mekar Sari, Mekarwangi, Bojong Loa Kidul, Mekar Wangi, Bandung, Jawa Barat",4,3,275 m²,Rp 18.085.106 per m²,"Rp 3,4 M",,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-oleh-dominique-handoko-16851198
5143,Jual Rumah Melong Asih Cijerah Bandung . Cluster tenang dan nyaman,"Melong Asih, Cijerah, Bandung, Jawa Barat",2,1,85 m²,Rp 8.636.364 per m²,Rp 950 jt,,https://www.rumah.com/listing-properti/dijual-jual-rumah-melong-asih-cijerah-bandung-cluster-tenang-dan-nyaman-oleh-dominique-handoko-16851162
5144,Istana Mekar Wangi,"Jl Jl. Mekar Sari, Mekarwangi, Bojong Loa Kidul, Mekar Wangi, Bandung, Jawa Barat",4,3,200 m²,Rp 15.000.000 per m²,Rp 3 M,,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-oleh-dominique-handoko-16851154
5145,Termurah! Jual Rumah Baru Kompleks Mekar Wangi ( Moh. Toha ) Bandung .,"Mekar Wangi, Mekar Wangi, Bandung, Jawa Barat",3,2,115 m²,Rp 16.573.034 per m²,"Rp 1,475 M",,https://www.rumah.com/listing-properti/dijual-termurah-jual-rumah-baru-kompleks-mekar-wangi-moh-toha-bandung-oleh-dominique-handoko-16794707
5146,Jual Rumah Baru Kompleks Mekar Wangi Bandung . Elite & Aman.,"Mekar Wangi, Mekar Wangi, Bandung, Jawa Barat",4,3,230 m²,Rp 15.111.111 per m²,"Rp 3,4 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-baru-kompleks-mekar-wangi-bandung-elite-aman-oleh-dominique-handoko-16794682
5147,Jual Rumah Sederhana Sayap Ciroyom Andir Bandung . Murah tengah kota.,"Ciroyom, Andir, Bandung, Jawa Barat",2,1,42 m²,Rp 19.230.769 per m²,Rp 250 jt,,https://www.rumah.com/listing-properti/dijual-jual-rumah-sederhana-sayap-ciroyom-andir-bandung-murah-tengah-kota-oleh-dominique-handoko-16794502
5148,Jual Rumah Antik Sayap Riau Bandung . Lokasi emas & Langka.,"Riau, Riau Re Martadinata, Bandung, Jawa Barat",5,2,600 m²,Rp 30.927.835 per m²,Rp 30 M,,https://www.rumah.com/listing-properti/dijual-jual-rumah-antik-sayap-riau-bandung-lokasi-emas-langka-oleh-dominique-handoko-16794394
5149,Jual Rumah Ancol Sayap Ramdan BKR Bandung . Strategis tengah kota,"Ancol, Ancol, Bandung, Jawa Barat",4,2,240 m²,Rp 12.500.000 per m²,Rp 3 M,,https://www.rumah.com/listing-properti/dijual-jual-rumah-ancol-sayap-ramdan-bkr-bandung-strategis-tengah-kota-oleh-dominique-handoko-16794324
5150,Jual Murah Rumah Baleendah Permai Bale Endah Bandung,"Padi Endah, Baleendah, Bandung, Jawa Barat",3,3,72 m²,Rp 4.861.111 per m²,Rp 525 jt,,https://www.rumah.com/listing-properti/dijual-jual-murah-rumah-baleendah-permai-bale-endah-bandung-oleh-dominique-handoko-16575708
5151,Jual Rumah Baru Minimalis Sayap Pasteur Surya Sumantri Kumala Garden Bandung (tersedia 3 unit),"cassa, Pasteur, Bandung, Jawa Barat",5,4,300 m²,Rp 11.333.333 per m²,"Rp 3,4 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-baru-minimalis-sayap-pasteur-surya-sumantri-kumala-garden-bandung-tersedia-3-unit-oleh-dominique-handoko-16536507
5152,"Jual Rumah Villa Bukit Mas , Bojong Koneng Cikutra Bandung .","villa bukit mas, Cikutra, Bandung, Jawa Barat",2,1,100 m²,Rp 8.074.534 per m²,"Rp 1,3 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-villa-bukit-mas-bojong-koneng-cikutra-bandung-oleh-dominique-handoko-16536471
5153,Jual Rumah Sayap Buah Batu Banteng Lodaya Bandung . Pusat Kota .,"talaga bodas street, Buahbatu, Bandung, Jawa Barat",4,3,200 m²,Rp 16.222.222 per m²,"Rp 3,65 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-sayap-buah-batu-banteng-lodaya-bandung-pusat-kota-oleh-dominique-handoko-16536464
5154,Jual Rumah Baru Kembar BKR Ramdan Pasirluyu Bandung,"pasirluyu barat, Bkr Kembar, Bandung, Jawa Barat",5,6,250 m²,Rp 17.857.143 per m²,"Rp 2,5 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-baru-kembar-bkr-ramdan-pasirluyu-bandung-oleh-dominique-handoko-16536451
5155,Jual Rumah Baru Kembar BKR Ramdan Pasirluyu Bandung,"pasirluyu barat, Bkr Kembar, Bandung, Jawa Barat",4,5,250 m²,Rp 17.857.143 per m²,"Rp 2,5 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-baru-kembar-bkr-ramdan-pasirluyu-bandung-oleh-dominique-handoko-16536437
5156,Jual Rumah Baru Suryalaya Turangga Buah Batu Bandung,"suryalaya, Turangga, Bandung, Jawa Barat",4,3,180 m²,Rp 19.230.769 per m²,Rp 2 M,,https://www.rumah.com/listing-properti/dijual-jual-rumah-baru-suryalaya-turangga-buah-batu-bandung-oleh-dominique-handoko-16530643
5157,Jual Rumah Baru Turangga Reog Karawitan Buah Batu Bandung,"Karawitan, Turangga, Bandung, Jawa Barat",5,4,150 m²,Rp 18.120.805 per m²,"Rp 2,7 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-baru-turangga-reog-karawitan-buah-batu-bandung-oleh-dominique-handoko-16530635
5158,Jual Rumah Baru Sayap Buah Batu BKR Bandung . Pusat Kota .,"Mutumanikam, Buahbatu, Bandung, Jawa Barat",3,3,130 m²,Rp 20.833.333 per m²,"Rp 1,875 M",,https://www.rumah.com/listing-properti/dijual-jual-rumah-baru-sayap-buah-batu-bkr-bandung-pusat-kota-oleh-dominique-handoko-16530627
5159,Dijual Rumah Minimalis Komplek Panorama Cilengkrang,"Pasanggrahan, Ujung Berung, Bandung, Jawa Barat",4,4,140 m²,Rp 13.333.333 per m²,"Rp 1,2 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-komplek-panorama-cilengkrang-oleh-itto-17367467
5160,Dijual Rumah Cisitu Dago,"Cisitu, Dago, Bandung, Jawa Barat",6,4,240 m²,Rp 12.419.355 per m²,"Rp 7,7 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cisitu-dago-oleh-itto-17367441
5161,cluster antapani,"jl terusan kalijati, Ancol, Bandung, Jawa Barat",4,2,200 m²,Rp 12.500.000 per m²,"Rp 1,3 M",,https://www.rumah.com/listing-properti/dijual-cluster-antapani-oleh-prasetya-16629415
5162,Kiara Asri,"Jl Jend. Ibarahim Adji, Sukapura, Kiaracondong, Kiaracondong, Bandung, Jawa Barat",2,2,50 m²,Rp 13.490.566 per m²,"Rp 715,000003 jt",,https://www.rumah.com/listing-properti/dijual-kiara-asri-oleh-prasetya-16906533
5163,Siap Huni Di Cluster Arcamanik,"Arcamanik Bandung, Arcamanik, Bandung, Jawa Barat",2,1,45 m²,Rp 7.354.430 per m²,Rp 581 jt,,https://www.rumah.com/listing-properti/dijual-siap-huni-di-cluster-arcamanik-oleh-felo-17367385
5164,Soreang,"Soreang, Soreang, Bandung, Jawa Barat",2,1,45 m²,Rp 7.829.545 per m²,Rp 689 jt,,https://www.rumah.com/listing-properti/dijual-soreang-oleh-banjar-17367364
5165,2 Lantai Dekat Pusat Kota Sorean,"Soreang, Soreang, Bandung, Jawa Barat",3,2,55 m²,Rp 5.166.667 per m²,Rp 465 jt,,https://www.rumah.com/listing-properti/dijual-2-lantai-dekat-pusat-kota-sorean-oleh-felo-17367363
5166,Padasuka,"Padasuka, Cibeunying Kidul, Bandung, Jawa Barat",2,1,45 m²,Rp 7.894.737 per m²,Rp 600 jt,,https://www.rumah.com/listing-properti/dijual-padasuka-oleh-banjar-17367353
5167,Siap Huni Di Sariwangi Luas Tanah 90,"Sariwangi, Bandung Utara, Bandung, Jawa Barat",3,2,70 m²,Rp 11.263.736 per m²,"Rp 1,025 M",,https://www.rumah.com/listing-properti/dijual-siap-huni-di-sariwangi-luas-tanah-90-oleh-felo-17367355
5168,Rumah di Ciwastra Dekat Summarecon,"Ciwastra, Ciwastra, Bandung, Jawa Barat",2,1,36 m²,Rp 6.321.429 per m²,Rp 531 jt,,https://www.rumah.com/listing-properti/dijual-rumah-di-ciwastra-dekat-summarecon-oleh-felo-17367344
5169,Pataruman,"Pataruman, Katapang, Bandung, Jawa Barat",2,1,40 m²,Rp 5.607.143 per m²,Rp 471 jt,,https://www.rumah.com/listing-properti/dijual-pataruman-oleh-banjar-17367336
5170,"Arcamnik Urban Living, Hunian Kekinian Murah di Kota Bandung","Cisaranten Endah, Antapani, Bandung, Jawa Barat",2,1,50 m²,Rp 6.077.778 per m²,Rp 547 jt,,https://www.rumah.com/listing-properti/dijual-arcamnik-urban-living-hunian-kekinian-murah-di-kota-bandung-oleh-iyan-sopian-17359913
5171,Rumah Mewah Murah Siap Huni Setraduta Bandung dekat Akses Tol Pasteur,"Setra Duta Bandung, Setra Duta, Bandung, Jawa Barat",1,1,90 m²,Rp 13.616.071 per m²,"Rp 1,525 M",,https://www.rumah.com/listing-properti/dijual-rumah-mewah-murah-siap-huni-setraduta-bandung-dekat-akses-tol-pasteur-oleh-iyan-sopian-17358013
