,name,address,bedroom,bathroom,area,price/m2,price,description,link
2130,Bumi Panyawangan,"Jl. Puspa Kencana No. 2 Cileunyi Bandung, Bandung Timur, Bandung, Jawa Barat",2,1,40 m²,Rp 9.000.000 per m²,Rp 630 jt,,https://www.rumah.com/listing-properti/dijual-bumi-panyawangan-oleh-tina-rayna-17146824
2131,Bumi Panyawangan Real Estat,"Jalan Raya Percobaan Cileunyi, Cileunyi, Bandung, Jawa Barat",2,1,45 m²,Rp 7.495.238 per m²,Rp 787 jt,,https://www.rumah.com/listing-properti/dijual-bumi-panyawangan-real-estat-oleh-tina-rayna-17052019
2132,Bumi Panyawangan,"Jalan Raya Percobaan Cileunyi, Cileunyi, Bandung, Jawa Barat",2,1,40 m²,Rp 8.000.000 per m²,Rp 640 jt,,https://www.rumah.com/listing-properti/dijual-bumi-panyawangan-oleh-tina-rayna-17038507
2133,Bumi Panyawangan,"Jl. Raya Percobaan Cileunyi, Cileunyi, Bandung, Jawa Barat",3,3,65 m²,Rp 8.312.500 per m²,"Rp 1,064 M",,https://www.rumah.com/listing-properti/dijual-bumi-panyawangan-oleh-tina-rayna-17031253
2134,Rumah Logam Buah batu Termurah di bawah NJOP,"Buahbatu, Bandung, Jawa Barat",4,3,202 m²,Rp 4.590.164 per m²,"Rp 1,4 M",,https://www.rumah.com/listing-properti/dijual-rumah-logam-buah-batu-termurah-di-bawah-njop-oleh-yogi-prasetia-17412274
2135,Jarang Ada Turangga Harga Murah Bangunan baru Renov,"Turangga, Bandung, Jawa Barat",3,1,54 m²,Rp 14.102.564 per m²,"Rp 1,1 M",,https://www.rumah.com/listing-properti/dijual-jarang-ada-turangga-harga-murah-bangunan-baru-renov-oleh-yogi-prasetia-17412281
2136,Sayap riau,"Sayap riau, Riau Re Martadinata, Bandung, Jawa Barat",5,5,269 m²,Rp 32.828.283 per m²,"Rp 6,5 M",,https://www.rumah.com/listing-properti/dijual-sayap-riau-oleh-adi-17417525
2137,Pondok Hijau,"Pondok Hijau, Geger Kalong, Bandung, Jawa Barat",6,3,385 m²,Rp 14.166.667 per m²,"Rp 4,25 M",,https://www.rumah.com/listing-properti/dijual-pondok-hijau-oleh-sammy-maulana-17388978
2138,de Arcadia (Gerlong Permai),"de Arcadia (Gerlong Permai), Geger Kalong, Bandung, Jawa Barat",3,3,122 m²,Rp 14.802.632 per m²,"Rp 2,25 M",,https://www.rumah.com/listing-properti/dijual-de-arcadia-gerlong-permai-oleh-sammy-maulana-17029291
2139,TKI V Sommerville,"TKI, Taman Kopo Indah, Bandung, Jawa Barat",2,1,80 m²,Rp 8.823.529 per m²,Rp 900 jt,,https://www.rumah.com/listing-properti/dijual-tki-v-sommerville-oleh-sammy-maulana-16853306
2140,Taman Kopo Indah 3,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",3,2,120 m²,Rp 10.457.516 per m²,"Rp 1,6 M",,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-3-oleh-vivi-17283942
2141,Taman Kopo Indah 3,"Jl Raya Kopo,Mekar Rahayu, Margaasih, Margaasih, Bandung, Jawa Barat",3,2,135 m²,Rp 11.045.752 per m²,"Rp 1,69 M",,https://www.rumah.com/listing-properti/dijual-taman-kopo-indah-3-oleh-vivi-17281671
2142,gegerkalong wetan,"gegerkalong wetan, Geger Kalong, Bandung, Jawa Barat",5,4,232 m²,Rp 9.800.000 per m²,"Rp 2,45 M",,https://www.rumah.com/listing-properti/dijual-gegerkalong-wetan-oleh-vivi-16439083
2143,"kota baru parahyangan, padalarang","kota baru parahyangan, padalarang, Kota Baru Parahyangan, Bandung, Jawa Barat",4,3,350 m²,Rp 11.142.857 per m²,"Rp 3,9 M",,https://www.rumah.com/listing-properti/dijual-kota-baru-parahyangan-padalarang-oleh-vivi-16438150
2144,ciwaruga,"ciwaruga, Geger Kalong, Bandung, Jawa Barat",3,2,60 m²,Rp 8.712.121 per m²,"Rp 1,15 M",,https://www.rumah.com/listing-properti/dijual-ciwaruga-oleh-vivi-16437209
2145,Aria Graha Regency,". Jl. Inspeksi Cidurian, Cileunyi, Bandung, Cileunyi, Bandung, Jawa Barat",4,3,225 m²,Rp 12.941.176 per m²,"Rp 2,2 M",,https://www.rumah.com/listing-properti/dijual-aria-graha-regency-oleh-vivi-16436701
2146,sariasih,"sariasih, Sarijadi, Bandung, Jawa Barat",4,3,180 m²,Rp 15.666.667 per m²,"Rp 2,35 M",,https://www.rumah.com/listing-properti/dijual-sariasih-oleh-vivi-16436432
2147,Kiara Asri,"Jl Jend. Ibarahim Adji, Sukapura, Kiaracondong, Kiaracondong, Bandung, Jawa Barat",3,2,82 m²,Rp 13.768.116 per m²,Rp 950 jt,,https://www.rumah.com/listing-properti/dijual-kiara-asri-oleh-vivi-17060031
2148,"5 Bedrooms House Bandung Timur, Bandung, Jawa Barat","Bandung Timur, Bandung, Jawa Barat",5,4,261 m²,Rp 26.388.889 per m²,"Rp 5,7 M",,https://www.rumah.com/listing-properti/dijual-5-bedrooms-house-bandung-timur-bandung-jawa-barat-oleh-hendra-gunadi-16747158
2149,Rumah,"jl.cipamokolan, Bandung Timur, Bandung, Jawa Barat",1,4,350 m²,Rp 6.250.000 per m²,Rp 5 M,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-rosma-16610581
2150,jl. cinunuk,"jl.cinunuk, Cibiru, Bandung, Jawa Barat",2,1,52 m²,Rp 6.081.081 per m²,Rp 900 jt,,https://www.rumah.com/listing-properti/dijual-jl-cinunuk-oleh-rosma-16515026
2151,jl. antapani,"jl.antapani, Antapani, Bandung, Jawa Barat",3,2,130 m²,Rp 14.285.714 per m²,"Rp 1,5 M",,https://www.rumah.com/listing-properti/dijual-jl-antapani-oleh-rosma-16502204
2152,"jl. sukarno hatta, jl. riung bandung","jl.sukarno hatta,jl.riung bandung, Bandung Timur, Bandung, Jawa Barat",3,2,100 m²,Rp 6.500.000 per m²,Rp 650 jt,,https://www.rumah.com/listing-properti/dijual-jl-sukarno-hatta-jl-riung-bandung-oleh-rosma-16493301
2153,jl. sukarno hatta,"jl.sukarno hatta, Soekarno Hatta, Bandung, Jawa Barat",10,5,510 m²,Rp 6.000.000 per m²,"Rp 2,7 M",,https://www.rumah.com/listing-properti/dijual-jl-sukarno-hatta-oleh-rosma-16493058
2154,"jl. jakarta, jl. antapani","jl.jakarta,jl.antapani, Antapani, Bandung, Jawa Barat",4,3,160 m²,Rp 15.337.423 per m²,Rp 5 M,,https://www.rumah.com/listing-properti/dijual-jl-jakarta-jl-antapani-oleh-rosma-16478439
2155,Rumah minimalis siap huni,"jl.pasir impun, Ujung Berung, Bandung, Jawa Barat",3,3,108 m²,Rp 15.000.000 per m²,"Rp 1,2 M",,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-siap-huni-oleh-rosma-16460282
2156,Rumah lux dan tenang,"Antapani, Bandung, Jawa Barat",4,3,115 m²,Rp 14.000.000 per m²,"Rp 1,4 M",,https://www.rumah.com/listing-properti/dijual-rumah-lux-dan-tenang-oleh-rosma-16413086
2157,"jl. ciseke, jl. sayang, jl. jatinangor","jl.ciseke,jl.sayang,jl.jatinangor, Cileunyi, Bandung, Jawa Barat",10,5,450 m²,Rp 4.888.889 per m²,"Rp 2,2 M",,https://www.rumah.com/listing-properti/dijual-jl-ciseke-jl-sayang-jl-jatinangor-oleh-rosma-16412776
2158,Rumah,"jl.geger kalong, Geger Kalong, Bandung, Jawa Barat",6,6,700 m²,Rp 23.611.111 per m²,"Rp 8,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-rosma-16411406
2159,jl. jatinangor,"jl.jatinangor, Cileunyi, Bandung, Jawa Barat",10,8,450 m²,Rp 4.666.667 per m²,"Rp 2,1 M",,https://www.rumah.com/listing-properti/dijual-jl-jatinangor-oleh-rosma-16398095
2160,jl. cisaranten,"jl.cisaranten, Arcamanik, Bandung, Jawa Barat",6,3,500 m²,Rp 7.000.000 per m²,"Rp 3,5 M",,https://www.rumah.com/listing-properti/dijual-jl-cisaranten-oleh-rosma-16397363
2161,Rumah,"jl.buah batu, Buahbatu, Bandung, Jawa Barat",3,3,140 m²,Rp 13.888.889 per m²,"Rp 1,25 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-rosma-16596318
2162,Rumah,"jl.cijawura hilir, Ciwastra, Bandung, Jawa Barat",2,1,80 m²,Rp 7.303.371 per m²,Rp 650 jt,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-rosma-16590967
2163,Rumah,"jl.cinunuk, Cibiru, Bandung, Jawa Barat",3,2,90 m²,Rp 7.609.524 per m²,Rp 799 jt,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-rosma-16561573
2164,Rumah,"parakan saat, Arcamanik, Bandung, Jawa Barat",3,2,75 m²,Rp 8.333.333 per m²,Rp 900 jt,,https://www.rumah.com/listing-properti/dijual-rumah-oleh-rosma-16556007
2165,Rumah,"jl.cinunuk, Cibiru, Bandung, Jawa Barat",4,2,120 m²,Rp 9.166.667 per m²,"Rp 1,1 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-rosma-16561601
2166,Rumah,"jl.parakan raya, Batununggal, Bandung, Jawa Barat",6,3,348 m²,Rp 16.228.070 per m²,"Rp 3,7 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-rosma-16640476
2167,"Cluster Fashagriya Podomoro Park Bandung, Harga Mulai 1, 6 M-an","Podomoro Park Bandung, Buahbatu, Bandung, Jawa Barat",2,2,94 m²,Rp 18.333.333 per m²,"Rp 1,65 M",,https://www.rumah.com/listing-properti/dijual-cluster-fashagriya-podomoro-park-bandung-harga-mulai-1-6-m-an-oleh-devy-dewanto-s-17417191
2168,Dijual Rumah Baru Gerlong Bandung Utara Bisa KPR,"Geger kalong, Geger Kalong, Bandung, Jawa Barat",2,2,70 m²,Rp 13.198.020 per m²,"Rp 1,333 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-baru-gerlong-bandung-utara-bisa-kpr-oleh-kevin-muliadi-17017238
2169,Dijual Rumah TKI 3 Baru Renovasi Bandung,"Taman Kopo Indah 3, Taman Kopo Indah, Bandung, Jawa Barat",3,2,200 m²,Rp 11.111.111 per m²,"Rp 1,7 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-tki-3-baru-renovasi-bandung-oleh-kevin-muliadi-17017702
2170,"Jual aset rumah, kost dan ruko di mainroad Pasteur dekat Tol","Sukajadi, Bandung, Jawa Barat",10,6,328 m²,Rp 28.537.455 per m²,Rp 24 M,,https://www.rumah.com/listing-properti/dijual-jual-aset-rumah-kost-dan-ruko-di-mainroad-pasteur-dekat-tol-oleh-ghia-christy-17304807
2171,Margahayu Raya,". JL Ciwastra, Margasari, Buah Batu, Ancol, Bandung, Jawa Barat",3,1,60 m²,Rp 7.654.321 per m²,Rp 620 jt,,https://www.rumah.com/listing-properti/dijual-margahayu-raya-oleh-feri-ho-17359310
2172,Taman Cibaduyut Indah 1 Bandung,"Jalan Setra Duta Hegar, Cibaduyut, Bandung, Jawa Barat",3,1,80 m²,Rp 6.583.333 per m²,Rp 395 jt,,https://www.rumah.com/listing-properti/dijual-taman-cibaduyut-indah-1-bandung-oleh-fenny-d-16039181
2173,jalan bojongsoang,"jalan bojongsoang, Bandung Selatan, Bandung, Jawa Barat",5,4,159 m²,Rp 19.318.182 per m²,"Rp 3,4 M",,https://www.rumah.com/listing-properti/dijual-jalan-bojongsoang-oleh-fenny-d-17289306
2174,Rumah kost cibarunai sarijadi,"cibarunai sarijadi, Sarijadi, Bandung, Jawa Barat",7,7,140 m²,Rp 13.571.429 per m²,Rp 950 jt,,https://www.rumah.com/listing-properti/dijual-rumah-kost-cibarunai-sarijadi-oleh-afnan-17417040
2175,Citra Green Dago,"Jl.Ir Haji Juanda Dago, Dago, Bandung, Jawa Barat",7,7,800 m²,Rp 10.928.962 per m²,Rp 12 M,,https://www.rumah.com/listing-properti/dijual-citra-green-dago-oleh-afnan-17416878
2176,jual rumah baru panyileukan dan murah,"Panyileukan, Bandung, Jawa Barat",4,2,150 m²,Rp 5.238.095 per m²,Rp 550 jt,,https://www.rumah.com/listing-properti/dijual-jual-rumah-baru-panyileukan-dan-murah-oleh-hassah-17108087
2177,Dijual Cepat murah rumah luas di Riung Bandung,"riung bandung, Ciwastra, Bandung, Jawa Barat",4,2,150 m²,Rp 5.300.000 per m²,Rp 530 jt,,https://www.rumah.com/listing-properti/dijual-dijual-cepat-murah-rumah-luas-di-riung-bandung-oleh-hassah-17387287
2178,Bumi Panyileukan,"Jl. Soekarno Hatta, Cileunyi, Bandung, Cileunyi, Bandung, Jawa Barat",4,2,150 m²,Rp 11.042.945 per m²,"Rp 1,8 M",,https://www.rumah.com/listing-properti/dijual-bumi-panyileukan-oleh-hassah-17416797
2179,Bumi Panenjoan,"jalan curug cinulang, Antapani, Bandung, Jawa Barat",2,1,30 m²,Rp 4.454.545 per m²,Rp 294 jt,,https://www.rumah.com/listing-properti/dijual-bumi-panenjoan-oleh-rudy-daniel-17159723
2180,Antapani,"Antapani, Antapani, Bandung, Jawa Barat",4,2,100 m²,Rp 11.562.500 per m²,"Rp 1,85 M",,https://www.rumah.com/listing-properti/dijual-antapani-oleh-adi-17416790
2181,Rumah,"Jl.Ir haji juanda cisitu dago, Dago, Bandung, Jawa Barat",7,5,350 m²,Rp 14.754.098 per m²,"Rp 4,5 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-afnan-17416772
2182,Taman cibaduyut cangkuang residence,"Terusan leuwi panjang, Babakan Ciparay, Bandung, Jawa Barat",2,1,36 m²,Rp 3.472.222 per m²,Rp 250 jt,,https://www.rumah.com/listing-properti/dijual-taman-cibaduyut-cangkuang-residence-oleh-ahmad-yaman-17391339
2183,Graha Puspa,"Jl Sersan Bajuri, Gudangkahuripan, Lembang, Lembang Cibodas, Bandung, Jawa Barat",3,2,150 m²,Rp 5.208.333 per m²,"Rp 1,25 M",,https://www.rumah.com/listing-properti/dijual-graha-puspa-oleh-afnan-17416739
2184,Graha Puspa,"Jl Sersan Bajuri, Gudangkahuripan, Lembang, Lembang Cibodas, Bandung, Jawa Barat",3,2,150 m²,Rp 5.208.333 per m²,"Rp 1,25 M",,https://www.rumah.com/listing-properti/dijual-graha-puspa-oleh-afnan-17416739
2185,Dago Cikutra residence,"Dago Cikutra Bandung, Cikutra, Bandung, Jawa Barat",2,2,64 m²,Rp 11.446.408 per m²,"Rp 824,1414 jt",,https://www.rumah.com/listing-properti/dijual-dago-cikutra-residence-oleh-ahmad-yaman-17416147
2186,Istana Mekar Wangi,"Jl Jl. Mekar Sari, Mekarwangi, Bojong Loa Kidul, Mekar Wangi, Bandung, Jawa Barat",2,2,100 m²,Rp 11.250.000 per m²,,,https://www.rumah.com/listing-properti/dijual-istana-mekar-wangi-oleh-benny-lie-17144586
2187,,,,,,,,,https://www.rumah.com/listing-properti/dijual-rumah-pondok-mulya-melatiwangi-oleh-afnan-17416638
2188,,,,,,,,,https://www.rumah.com/listing-properti/dijual-cluster-terbatas-di-pasanggrahan-ujung-berung-oleh-ali-17416612
2189,,,,,,,,,https://www.rumah.com/listing-properti/dijual-rumah-luas-siap-huni-di-margawangi-ciwastra-oleh-rosma-17416596
2190,,,2,1,45 m²,Rp 7.876.712 per m²,Rp 575 jt,,https://www.rumah.com/listing-properti/dijual-rumah-cantik-di-margahayu-raya-oleh-galih-r-a-17416419
2191,Dago,"Dago, Dago, Bandung, Jawa Barat",6,6,600 m²,Rp 60.000.000 per m²,Rp 252 M,,https://www.rumah.com/listing-properti/dijual-dago-oleh-irwan-16258439
2192,RUMAH,"Kota Baru Parahyangan, Kota Baru Parahyangan, Bandung, Jawa Barat",5,6,350 m²,Rp 9.547.383 per m²,"Rp 6,75 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-susan-17139031
2193,Batu Raden Park Regency,"Jl. Ciwastra, Ciwastra, Bandung, Buahbatu, Bandung, Jawa Barat",3,1,80 m²,Rp 5.136.986 per m²,Rp 750 jt,,https://www.rumah.com/listing-properti/dijual-batu-raden-park-regency-oleh-dian-17416348
2194,Riung Bandung,"Jl Cipamokolan, Cisaranten Kidul, Gedebage, Gedebage, Bandung, Jawa Barat",5,2,125 m²,Rp 4.454.545 per m²,Rp 490 jt,,https://www.rumah.com/listing-properti/dijual-riung-bandung-oleh-dian-17416275
2195,Bumi Panenjoan Cicalengka,"Jl. Curug Cinulang, Cicalengka, Bandung, Jawa Barat",2,1,30 m²,Rp 4.076.389 per m²,"Rp 293,5 jt",,https://www.rumah.com/listing-properti/dijual-bumi-panenjoan-cicalengka-oleh-stefan-muhammad-16939334
2196,rumah,"Taman sakura indah, Soekarno Hatta, Bandung, Jawa Barat",4,3,222 m²,Rp 12.121.212 per m²,"Rp 2,4 M",,https://www.rumah.com/listing-properti/dijual-rumah-oleh-dharono-trisawego-17416265
2197,Rumah Strategis di Pusat Kawasan Komersil Buah Batu Square Bandung,"Jl. Bojongsoang Raya No. 321, Bojongsoang, Bandung, Jawa Barat",3,3,134 m²,Rp 10.312.500 per m²,"Rp 2,805 M",,https://www.rumah.com/listing-properti/dijual-rumah-strategis-di-pusat-kawasan-komersil-buah-batu-square-bandung-oleh-leonardo-timotius-17416210
2198,Rumah Nyaman Minimalis Modern di Kawasan Terpadu Buah Batu Square,"Jl. Bojongsoang Raya No. 321 Bandung, Bojongsoang, Bandung, Jawa Barat",2,2,78 m²,Rp 9.251.445 per m²,"Rp 1,6005 M",,https://www.rumah.com/listing-properti/dijual-rumah-nyaman-minimalis-modern-di-kawasan-terpadu-buah-batu-square-oleh-leonardo-timotius-17117328
2199,Rumah Minimalis Modern di Kawasan Terpadu Buah Batu Square Bandung,"Jl. Bojongsoang Raya No. 321, Bandung, Bojongsoang, Bandung, Jawa Barat",3,3,134 m²,Rp 10.312.500 per m²,"Rp 2,805 M",,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-modern-di-kawasan-terpadu-buah-batu-square-bandung-oleh-leonardo-timotius-17308337
2200,"Cluster Cantik 2Lt di Cikutra, 13 Menit ke ITB Dago, One Gate Bebas Banjir","Cikutra 13 Menit ke ITB Dago, Cigadung, Bandung, Jawa Barat",2,2,64 m²,Rp 11.428.571 per m²,Rp 800 jt,,https://www.rumah.com/listing-properti/dijual-cluster-cantik-2lt-di-cikutra-13-menit-ke-itb-dago-one-gate-bebas-banjir-oleh-adang-17297587
2201,"Cibaduyut, Bojongloa Kidul, Kota Bandung, Jawa Barat, Indonesia","Rancamanyar Cibaduyut Bandung, Soreang, Bandung, Jawa Barat",2,1,40 m²,Rp 5.544.444 per m²,Rp 499 jt,,https://www.rumah.com/listing-properti/dijual-cibaduyut-bojongloa-kidul-kota-bandung-jawa-barat-indonesia-oleh-emma-rahmawaty-3418634
2202,Dijual Rumah Minimalis Komplek Puri Dago Antapani,"Jl Puri Dago Selatan, Antapani, Bandung, Jawa Barat",3,2,80 m²,Rp 12.500.000 per m²,"Rp 1,5 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-minimalis-komplek-puri-dago-antapani-oleh-itto-16662324
2203,Dijual Rumkah Lux Bangunan Baru Sayap BKR,"Jl Srimahi Bkr, Bkr Kembar, Bandung, Jawa Barat",6,5,350 m²,Rp 14.444.444 per m²,"Rp 3,25 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumkah-lux-bangunan-baru-sayap-bkr-oleh-itto-16179304
2204,Dijual Rumah cocok Utk Rumah Kos dkt Kampus UNPAR,"Jl Ciumbuleuit, Ciumbuleuit, Bandung, Jawa Barat",6,4,251 m²,Rp 12.437.811 per m²,Rp 5 M,,https://www.rumah.com/listing-properti/dijual-dijual-rumah-cocok-utk-rumah-kos-dkt-kampus-unpar-oleh-itto-16910358
2205,Dijual Rumah Komplek Palem Permai Strategis,"Jl Palem Permai, Soekarno Hatta, Bandung, Jawa Barat",4,2,200 m²,Rp 11.304.348 per m²,"Rp 1,3 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-komplek-palem-permai-strategis-oleh-itto-13944461
2206,Dijual Rumah Indent Kahfi Residence Arcamanik,"Trsan Pesantren, Arcamanik, Bandung, Jawa Barat",3,2,120 m²,Rp 9.411.765 per m²,"Rp 1,6 M",,https://www.rumah.com/listing-properti/dijual-dijual-rumah-indent-kahfi-residence-arcamanik-oleh-itto-17367064
2207,Arcamanik,"Arcamanik, Arcamanik, Bandung, Jawa Barat",3,2,86 m²,Rp 13.790.698 per m²,"Rp 1,186 M",,https://www.rumah.com/listing-properti/dijual-arcamanik-oleh-banjar-17416072
2208,JARANG ADA RUMAH SANGAT MURAH DI CIPAMOKOLAN RIUNG BANDUNG,"Cipamokolan, Soekarno Hatta, Bandung, Jawa Barat",2,1,73 m²,Rp 9.777.778 per m²,Rp 440 jt,,https://www.rumah.com/listing-properti/dijual-jarang-ada-rumah-sangat-murah-di-cipamokolan-riung-bandung-oleh-aher-16898816
2209,Hunian Nyaman Harga All In Di Komplek Gending Mas Ujung Berung,"Ujung Berung, Ujung Berung, Bandung, Jawa Barat",2,1,36 m²,Rp 5.347.222 per m²,Rp 385 jt,,https://www.rumah.com/listing-properti/dijual-hunian-nyaman-harga-all-in-di-komplek-gending-mas-ujung-berung-oleh-nabila-intan-nur-ardiyanti-17385638
2210,Soreang,"Soreang, Soreang, Bandung, Jawa Barat",2,1,45 m²,Rp 4.944.444 per m²,Rp 356 jt,,https://www.rumah.com/listing-properti/dijual-soreang-oleh-banjar-17416070
2211,Promo Hunian 2 Lantai Harga 1 Lantai di Setiabudi Area Wisata dan Kuliner,"Jalan Setiabudi, Setiabudi, Bandung, Jawa Barat",3,1,60 m²,Rp 8.309.091 per m²,Rp 457 jt,,https://www.rumah.com/listing-properti/dijual-promo-hunian-2-lantai-harga-1-lantai-di-setiabudi-area-wisata-dan-kuliner-oleh-nabila-intan-nur-ardiyanti-17392456
2212,"Jl. Jamuju, Cihapit, Kec. Bandung Wetan, Kota Bandung, Jawa Barat 40114, Indonesia","Jalan Jamuju, Cibeunying Kaler, Bandung, Jawa Barat",9,3,250 m²,Rp 23.339.318 per m²,Rp 13 M,,https://www.rumah.com/listing-properti/dijual-jl-jamuju-cihapit-kec-bandung-wetan-kota-bandung-jawa-barat-40114-indonesia-oleh-duddy-d-16871817
2213,"Jl. Padasuka, Jawa Barat, Indonesia","Cibeunying Kidul, Bandung, Jawa Barat",4,2,150 m²,Rp 8.266.667 per m²,"Rp 3,1 M",,https://www.rumah.com/listing-properti/dijual-jl-padasuka-jawa-barat-indonesia-oleh-duddy-d-16865804
2214,"Jl. Villa Duta Raya, RW. 11, Baranangsiang, Kec. Bogor Tim. , Kota Bogor, Jawa Barat 16143, Indonesia","Jalan Villa Duta Raya, Setra Duta, Bandung, Jawa Barat",6,4,250 m²,Rp 10.000.000 per m²,"Rp 3,2 M",,https://www.rumah.com/listing-properti/dijual-jl-villa-duta-raya-rw-11-baranangsiang-kec-bogor-tim-kota-bogor-jawa-barat-16143-indonesia-oleh-duddy-d-16817699
2215,Riung Bandung,"Jl Cipamokolan, Cisaranten Kidul, Gedebage, Gedebage, Bandung, Jawa Barat",2,1,60 m²,Rp 5.833.333 per m²,Rp 350 jt,,https://www.rumah.com/listing-properti/dijual-riung-bandung-oleh-aher-16976060
2216,"4 Bedrooms House Bandung Timur, Bandung, Jawa Barat","Bandung Timur, Bandung, Jawa Barat",4,2,120 m²,Rp 4.375.000 per m²,Rp 525 jt,,https://www.rumah.com/listing-properti/dijual-4-bedrooms-house-bandung-timur-bandung-jawa-barat-oleh-aher-17227458
2217,Antapani,"Terusan Jl. Jakarta, Antapani, Bandung, Jawa Barat",5,3,175 m²,Rp 19.000.000 per m²,"Rp 3,8 M",,https://www.rumah.com/listing-properti/dijual-antapani-oleh-new-firman-15903122
2218,Komplek Taman Bumi Prima Dekat Setraduta,"Jln. Budhi, Gunung Batu, Bandung, Jawa Barat",4,4,120 m²,Rp 10.975.610 per m²,"Rp 1,35 M",,https://www.rumah.com/listing-properti/dijual-komplek-taman-bumi-prima-dekat-setraduta-oleh-new-firman-12037583
2219,RUMAH SANGAT MURAH DI ARCAMANIK DEKAT ANTPANI,"Arcamanik, Bandung, Jawa Barat",2,1,40 m²,Rp 7.142.857 per m²,Rp 450 jt,,https://www.rumah.com/listing-properti/dijual-rumah-sangat-murah-di-arcamanik-dekat-antpani-oleh-aher-16771874
2220,Ciwastra,"Ciwastra, Gedebage, Bandung, Jawa Barat",3,1,48 m²,Rp 7.552.632 per m²,Rp 574 jt,,https://www.rumah.com/listing-properti/dijual-ciwastra-oleh-banjar-17416035
2221,JARANG ADA RUMAH SANGAT MURAH DI ARCAMANIK,"Arcamanik, Bandung, Jawa Barat",6,2,140 m²,Rp 3.750.000 per m²,Rp 750 jt,,https://www.rumah.com/listing-properti/dijual-jarang-ada-rumah-sangat-murah-di-arcamanik-oleh-aher-17128449
2222,RUMAH BARU DENGAN KWALITAS OKE DEKAT TOL BUAH BATU KOTA BANDUNG,"Buahbatu, Bandung, Jawa Barat",4,4,150 m²,Rp 11.785.714 per m²,"Rp 1,65 M",,https://www.rumah.com/listing-properti/dijual-rumah-baru-dengan-kwalitas-oke-dekat-tol-buah-batu-kota-bandung-oleh-aher-16300185
2223,Cinunuk,"Cinunuk, Cibiru, Bandung, Jawa Barat",2,1,45 m²,Rp 6.923.077 per m²,Rp 450 jt,,https://www.rumah.com/listing-properti/dijual-cinunuk-oleh-banjar-17416033
2224,Ujungberung,"Ujungberung, Ujung Berung, Bandung, Jawa Barat",2,1,45 m²,Rp 7.464.286 per m²,Rp 627 jt,,https://www.rumah.com/listing-properti/dijual-ujungberung-oleh-banjar-17416024
2225,Ciwastra,"Ciwastra, Gedebage, Bandung, Jawa Barat",3,1,100 m²,Rp 4.822.335 per m²,Rp 950 jt,,https://www.rumah.com/listing-properti/dijual-ciwastra-oleh-banjar-17416021
2226,Cijambe Residence,"Jalan Cijambe, Margaasih, Bandung, Jawa Barat",2,1,39 m²,Rp 6.597.622 per m²,Rp 430 jt,,https://www.rumah.com/listing-properti/dijual-cijambe-residence-oleh-herru-17370999
2227,Cijambe Residence,"Jalan Cijambe, Margaasih, Bandung, Jawa Barat",2,1,39 m²,Rp 6.597.622 per m²,Rp 430 jt,,https://www.rumah.com/listing-properti/dijual-cijambe-residence-oleh-herru-17370998
2228,Bukit Mutiara Cimekar,"Cileunyi, Cileunyi, Bandung, Jawa Barat",2,1,38 m²,Rp 6.250.000 per m²,Rp 375 jt,,https://www.rumah.com/listing-properti/dijual-bukit-mutiara-cimekar-oleh-herru-17140557
2229,Butik Buah Batu,"Bojongsoang, Bojongsoang, Bandung, Jawa Barat",2,2,45 m²,Rp 5.902.778 per m²,Rp 425 jt,,https://www.rumah.com/listing-properti/dijual-butik-buah-batu-oleh-herru-17096193
2230,"El Mansion Arcamanik,","Cisaranten Kulon, Arcamanik, Bandung, Jawa Barat",2,1,40 m²,Rp 9.662.162 per m²,Rp 715 jt,,https://www.rumah.com/listing-properti/dijual-el-mansion-arcamanik-oleh-herru-16428671
2231,Butik Panyileukan Regency,"Panyileukan, Cibiru, Bandung, Jawa Barat",2,2,57 m²,Rp 8.333.333 per m²,Rp 670 jt,,https://www.rumah.com/listing-properti/dijual-butik-panyileukan-regency-oleh-herru-17105932
2232,Arcamanik Endah.,"Jalan Arcamanik Endah, Arcamanik, Bandung, Jawa Barat",4,4,145 m²,Rp 12.237.762 per m²,"Rp 1,75 M",,https://www.rumah.com/listing-properti/dijual-arcamanik-endah-oleh-herru-17024247
